split,query_id,citation,present_as_text_reference,parent_count_global,parent_in_same_query_gold,same_query_gold_parents,sample_global_parents,status
train,train_0896,Art. 64 StGB,True,316,False,,1A.134/2001 11.12.2001 E. 5;1B_10/2010 02.02.2010 E. 2;1B_110/2008 26.05.2008 E. 2;1B_124/2017 E. A;1B_151/2010 02.06.2010 E. 4;1B_247/2023 E. 1.1;1B_257/2017 E. 1;1B_270/2017 E. C;1B_283/2016 E. 5.4;1B_283/2016 E. A;1B_29/2021 E. 1;1B_332/2018 E. 4.2;1B_332/2018 E. A;1B_353/2021 E. 4.3;1B_36/2021 E. 3;1B_370/2020 E. 2.2;1B_4/2010 21.01.2010 E. B;1B_443/2016 E. 4.1;1B_486/2018 E. A;1B_528/2020 E. 3.4,has_parents_but_none_in_same_query_gold
train,train_0896,Art. 65 StGB,True,86,False,,1A.134/2001 11.12.2001 E. 5;1A.194/2005 18.08.2005 E. 3;1B_136/2013 22.04.2013 E. 3;1B_370/2020 E. 2.2;1B_4/2010 21.01.2010 E. 3;1B_548/2017 E. 3.1;1P.615/2001 15.10.2001 E. 4;1P.617/2001 15.10.2001 E. 4;1P.627/2002 04.03.2003 E. 3;1P.690/2004 14.12.2004 E. 2;1P.857/2005 13.01.2006 E. 4;5A_407/2019 E. 8.2;6B_1027/2021 E. 2.3;6B_1098/2018 E. 1.7;6B_1107/2021 E. 3.4;6B_160/2010 01.06.2010 E. 1;6B_171/2016 E. 2.1;6B_171/2016 E. 2.3;6B_171/2016 E. 2.8;6B_237/2019 E. 2.4,has_parents_but_none_in_same_query_gold
train,train_0896,Art. 76 StGB,True,7,False,,1B_34/2022 E. 3.5;1B_4/2008 29.01.2008 E. 2;1B_69/2016 E. 3.2;6B_708/2015 E. 2.4.4;6B_957/2018 E. B;7B_112/2024 E. 4.3;BGE 142 IV 1 E. 2.4.4,has_parents_but_none_in_same_query_gold
train,train_0897,Art. 19 URG,True,51,False,,2C_580/2012 13.11.2012 E. 2;2C_685/2016 13.12.2017 E. 5.3.2;4A_203/2015 E. 3;4A_203/2015 E. 3.1;4A_203/2015 E. 3.4.1;4A_295/2014 E. 3;4A_295/2014 E. 3.2;4A_295/2014 E. 3.4.1;4A_295/2014 E. 3.4.3;4A_295/2014 E. 3.4.4;4A_295/2014 E. 3.5.2;4A_295/2014 E. 3.5.3;4A_295/2014 E. 3.6.2;4A_295/2014 E. 3.6.3;4A_295/2014 E. 3.6.4;4A_295/2014 E. 3.6.5;4A_433/2018 E. 2.2.2;4A_433/2018 E. 2.3.2;4A_522/2007 15.02.2008 E. 2;4C.73/2007 26.06.2007 E. 2,has_parents_but_none_in_same_query_gold
train,train_0898,Art. 16 BV,True,273,False,,1A.220/2006 16.03.2007 E. 1;1A.220/2006 16.03.2007 E. 4;1B_103/2014 E. 2.1;1B_134/2011 14.07.2011 E. 4;1B_169/2015 06.11.2015 E. 3.1;1B_196/2010 18.11.2010 E. 4;1B_26/2009 02.03.2009 E. 3;1B_26/2009 02.03.2009 E. B;1B_26/2014 E. 4;1B_285/2020 E. 4.4.1;1B_292/2010 23.12.2010 E. 1;1B_349/2016 22.02.2017 E. 2.1;1B_349/2016 22.02.2017 E. 3;1B_349/2016 22.02.2017 E. 3.1;1B_502/2011 05.10.2011 E. 8;1B_77/2008 15.07.2008 E. 2;1C_122/2015 E. 2.1;1C_129/2016 E. 2.1;1C_137/2018 27.11.2018 E. 4.5;1C_137/2018 27.11.2018 E. 6.1,has_parents_but_none_in_same_query_gold
train,train_0898,Art. 36 BV,True,1471,False,,1A.104/1999 05.04.2000 E. 6;1A.129/2002 09.04.2003 E. 3;1A.151/2001 16.07.2002 E. 5;1A.159/2005 20.02.2006 E. 2;1A.162/2002 10.12.2002 E. 3;1A.198/2002 21.08.2003 E. 3;1A.212/2006 31.05.2007 E. 4;1A.219/2005 28.02.2006 E. 2;1A.219/2005 28.02.2006 E. 3;1A.220/2006 16.03.2007 E. 4;1A.240/2002 13.05.2003 E. 2;1A.244/2000 08.11.2001 E. 8;1A.65/2002 30.07.2002 E. 8;1A.73/1999 07.06.2000 E. 2;1B_10/2008 30.01.2008 E. 5;1B_102/2011 22.03.2011 E. 2;1B_103/2014 E. 2.2;1B_103/2018 E. 2.3;1B_11/2022 E. 3.2;1B_11/2022 E. 3.4,has_parents_but_none_in_same_query_gold
train,train_0899,Art. 63 DBG,True,19,False,,2C_1168/2016 E. 2.1;2C_1218/2013 E. 5.3;2C_243/2012 12.07.2012 E. 2;2C_252/2014 12.02.2016 E. 4.3;2C_392/2009 23.08.2010 E. 2;2C_426/2019 E. 2.3.1;2C_426/2019 E. 2.3.3;2C_478/2011 10.11.2011 E. 2;2C_553/2007 29.09.2008 E. 2;2C_797/2018 28.03.2019 E. 2.1;2C_843/2012 20.12.2012 E. 3;2C_945/2011 12.10.2012 E. 2;2C_945/2011 12.10.2012 E. 3;9C_219/2024 E. 2.3;9C_625/2023 E. 3.1;9C_625/2023 E. 4.3.1;9C_625/2023 E. 4.3.2;9C_98/2025 E. 3.2.2;BGE 141 II 83 E. 5.3,has_parents_but_none_in_same_query_gold
train,train_0902,Art. 3 AsylG,True,32,True,Art. 54 AsylG,1A.267/2005 14.12.2005 E. 3;1C_195/2012 15.10.2012 E. 7;1C_218/2014 E. 3.1;1C_314/2014 E. 6.1;1C_314/2014 E. 6.2;1C_354/2017 E. 3.1;1C_390/2012 E. 2;2A.280/1999 09.08.2000 E. 3;2A.548/2003 26.11.2003 E. 2;2C_214/2013 E. 3.2;2C_278/2021 E. 2.3;2C_315/2018 E. 2.2.3;2C_588/2019 E. 5.1;2C_766/2019 E. 7.1;5A_824/2014 E. 2;6B_1471/2021 E. 3.3.3;6B_2/2008 13.10.2008 E. 3;6B_2/2023 E. 1.4.3;6S.353/2005 08.12.2005 E. 3.4;8C_1031/2009 22.12.2010 E. 2,parent_in_same_query_gold
train,train_0902,Art. 83 AIG,True,19,False,,2C_116/2019 E. 2.2;2C_163/2020 E. 4.2;2C_392/2023 E. 3.3;2C_45/2021 E. 1.2;2C_487/2020 E. 5.2.4;2C_490/2019 E. 5.1;2C_670/2023 E. 2.2;2C_670/2023 E. 3.1;2C_685/2021 E. 2.3;2C_695/2022 E. 6;2C_891/2021 E. 1.4;6B_1024/2019 E. 1.3.5;6B_1471/2021 E. 2.4.3;6B_494/2025 E. 5.4;6B_743/2025 E. 6;Art. 1 Abs. 2 KVV;Art. 36 Abs. 6 VZAE;Art. 41 Abs. 2 AIG;Art. 65 Abs. 3 AIG,has_parents_but_none_in_same_query_gold
train,train_0903,Art. 71 VwVG,True,23,False,,12T_1/2022 E. 2.1;12T_2/2022 E. 3.1;1C_37/2019 E. 4.1;1C_377/2019 E. 6.2.1;2A.92/2006 09.03.2006 E. 1;2A.92/2006 09.03.2006 E. 2.2;2C.3/2005 10.01.2007 E. 6;2C_119/2013 E. 2.3;2C_175/2009 13.07.2009 E. 2;2C_181/2023 E. 2.3;2C_181/2023 E. 2.4;2C_255/2013 E. 4.7;2C_61/2010 26.08.2010 E. 2;6B_1058/2009 15.03.2010 E. 4;9C_520/2013 E. 4.2;9C_707/2009 18.12.2009 E. 2;BGE 124 II 383 E. 1;BGE 136 II 457 E. 3.1;BGE 139 II 279 E. 2.3;BGE 139 V 492 E. 4.2,has_parents_but_none_in_same_query_gold
train,train_0904,Art. 732 ZGB,True,25,False,,1A.14/2006 18.08.2006 E. 2;2C_719/2017 E. 2.5.1;5A_171/2008 13.05.2008 E. 3;5A_28/2021 E. 3.4.1;5A_341/2019 E. 5.6.1;5A_341/2019 E. 5.6.6;5A_412/2009 27.10.2009 E. 5;5A_458/2019 E. 3.3;5A_593/2012 01.11.2012 E. 2;5A_69/2018 E. 2.4.3;5A_858/2010 04.03.2011 E. 4;5C.176/2004 10.03.2005 E. 1;5C.176/2004 10.03.2005 E. 2;5C.270/2000 12.04.2001 E. 2;5C.270/2000 12.04.2001 E. 3;5C.275/2005 15.03.2006 E. 3;5C.96/2006 02.08.2006 E. 1;5C.96/2006 02.08.2006 E. 3;6B_913/2014 E. 2;6B_913/2014 E. 2.3.2,has_parents_but_none_in_same_query_gold
train,train_0906,Art. 1 OR,True,203,False,,1C_402/2008 25.05.2009 E. 5;1C_613/2015 10.08.2016 E. 3.3;1P.299/2005 14.12.2005 E. 1;2C_109/2017 E. 3.1;2C_539/2023 E. 5.3.3;2C_689/2022 E. 6.4;2C_734/2016 20.10.2016 E. 4.4.3;2C_734/2016 20.10.2016 E. 4.5.5;2C_828/2013 E. 5.4;2C_828/2013 E. 5.5.4;2C_857/2014 E. 5.4;4A_109/2008 16.04.2008 E. 4;4A_115/2020 E. 5.4;4A_125/2017 E. 4.2;4A_126/2021 E. 3.4;4A_127/2013 E. 6;4A_131/2017 E. 4.1;4A_131/2024 E. 3;4A_131/2024 E. 3.3.2;4A_152/2009 29.06.2009 E. 4,has_parents_but_none_in_same_query_gold
train,train_0908,Art. 1 Abs. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0908,Art. 1 Abs. 2 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0908,Art. 22 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0908,Art. 2 Abs. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0908,Art. 243 ZPO,True,52,False,,4A_1/2014 E. 2.3;4A_100/2016 E. 2.2.2;4A_182/2019 E. 4.1;4A_182/2019 E. 4.2;4A_182/2019 E. 4.3;4A_199/2022 E. 2;4A_209/2019 E. 8.2.4;4A_263/2023 E. 2.1;4A_328/2015 10.02.2016 E. 4;4A_332/2015 E. 6.4.6;4A_346/2013 E. 4.3;4A_346/2013 E. 4.4.3;4A_346/2013 E. 5.2;4A_409/2022 E. 4.2.1;4A_432/2015 E. 4;4A_491/2024 E. 2.2.1;4A_51/2015 E. 3.2;4A_557/2022 E. 4.2;4A_576/2016 E. 3.1;4A_576/2016 E. 3.2.2,has_parents_but_none_in_same_query_gold
train,train_0909,Art. 946 ZGB,True,3,False,,2C_1069/2015 E. 3.4;5C.232/2003 02.03.2004 E. 3;BGE 130 III 306 E. 3.3.1,has_parents_but_none_in_same_query_gold
train,train_0909,Art. 9 GBV,False,0,False,,,no_parent_edges_found
train,train_0909,Art. 81 GBV,False,0,False,,,no_parent_edges_found
train,train_0910,Art. 13 DSG,True,45,False,,1C_230/2011 31.05.2012 E. 10;1C_230/2011 31.05.2012 E. 7;1C_285/2009 08.09.2010 E. 2;1C_285/2009 08.09.2010 E. 5;1C_285/2009 08.09.2010 E. 5.2;1C_285/2009 08.09.2010 E. 6;2C_37/2018 E. 6.1;2C_37/2018 E. 7;2C_776/2013 E. 5.2.2;2C_776/2013 E. 7.2.2;4A_576/2015 E. 2;4A_576/2015 E. 2.1;4A_576/2015 E. 2.2.1;4A_576/2015 E. 2.2.3;4A_588/2018 E. 4.3.1;6B_1133/2021 E. 2.3.2;6B_1133/2021 E. 2.4.2;6B_1133/2021 E. 2.4.3;6B_1188/2018 E. 3.3;6B_1362/2020 E. 14.4.2,has_parents_but_none_in_same_query_gold
train,train_0910,Art. 130 ZPO,True,19,True,Art. 244 Abs. 1 ZPO,2C_638/2024 E. 1.2.3;2C_638/2024 E. 1.2.5;2C_738/2020 E. 4.3.3;4D_76/2024 E. 3.5.1;4D_76/2024 E. 3.5.2;5A_125/2016 E. 4.1;5A_125/2016 E. 4.2;5A_254/2012 03.04.2012 E. 1;5A_650/2011 27.01.2012 E. 4;5A_779/2014 E. 2;8C_455/2016 E. 2.2;8C_455/2016 E. 2.4;8C_455/2016 E. 3.2;Art. 202 Abs. 1 ZPO;Art. 244 Abs. 1 ZPO;Art. 252 Abs. 2 ZPO;BGE 143 I 187 E. 2.2;BGE 143 I 187 E. 2.4;BGE 143 I 187 E. 3.2,parent_in_same_query_gold
train,train_0911,Art. 655 ZGB,True,28,False,,2C_1069/2015 E. 3.2;2C_355/2009 19.11.2009 E. 5;2C_484/2018 E. 2.1;2C_510/2017 E. 3.1;2C_511/2017 E. 3.1;2C_643/2017 E. 2.3;2C_644/2018 E. 2.3.4;2C_644/2018 E. 2.3.5;2C_9/2019 E. 3.3.2;2C_927/2020 E. 3.2;2P.248/2004 13.05.2005 E. 6;4A_235/2008 23.07.2008 E. 5;4A_30/2024 E. 1.1;4A_496/2019 E. 2.6.1;4C.14/2003 22.04.2003 E. 2;5A.20/2001 21.01.2002 E. 3;5A_341/2019 E. 3.3;5A_341/2019 E. 3.6;5A_341/2019 E. 3.7;5A_341/2019 E. 6.3.2,has_parents_but_none_in_same_query_gold
train,train_0913,Art. 205 OR,True,5,False,,2A.732/2004 10.08.2005 E. 2;4C.11/2001 04.04.2001 E. 4;4C.33/2004 08.02.2006 E. 2;5P.360/2001 14.12.2001 E. 4;BGE 124 III 456 E. 20bb,has_parents_but_none_in_same_query_gold
train,train_0914,Art. 476 ZGB,True,15,False,,2P.5/2002 30.06.2004 E. 8;4A_389/2020 18.05.2021 E. 10.7.3;5A_141/2007 21.12.2007 E. 7;5A_89/2024 E. 7.4.2;5C.131/2005 19.08.2005 E. 2;5C.212/2002 24.04.2003 E. 2;5C.212/2002 24.04.2003 E. B;9C_523/2013 E. 4.1;BGE 129 III 305 E. 2.2;BGE 129 III 305 E. 2.5;BGE 130 I 205 E. 8;BGE 131 III 646 E. 13.2;BGE 131 III 646 E. 2;BGE 131 III 646 E. 2.3;BGE 147 III 402 E. 10.7.3,has_parents_but_none_in_same_query_gold
train,train_0914,Art. 388 ZGB,True,13,False,,5A_134/2008 16.04.2008 E. 1;5A_175/2024 E. 6.1;5A_175/2024 E. 6.3.2;5A_208/2011 24.06.2011 E. 6;5A_498/2008 19.11.2008 E. 4;5A_506/2022 E. 4;5A_546/2020 21.06.2021 E. 3.5.1;5A_611/2017 E. 7.1;5A_645/2010 27.12.2010 E. 3;5A_677/2014 E. 3.1;5A_902/2018 E. 4.2;5C.216/2004 19.11.2004 E. 4;BGE 137 III 67 E. 3.4.3,has_parents_but_none_in_same_query_gold
train,train_0914,Art. 1 VBVV,False,0,False,,,no_parent_edges_found
train,train_0916,Art. 13b Abs. 1 URG,False,0,False,,,no_parent_edges_found
train,train_0916,Art. 13 URG,True,7,False,,2C_146/2012 20.08.2012 E. 3.6;2C_685/2016 13.12.2017 E. 8.5.2;4C.290/2001 08.11.2002 E. 1;4C.73/2007 26.06.2007 E. A;Art. 38 URG;Art. 60 Abs. 4 URG;BGE 124 III 489 E. 2,has_parents_but_none_in_same_query_gold
train,train_0916,Art. 13b URG,False,0,False,,,no_parent_edges_found
train,train_0918,Art. 337 OR,True,245,False,,1C_245/2008 02.03.2009 E. 5;1C_277/2007 30.06.2008 E. 6;1C_42/2007 29.11.2007 E. 3.5;1C_514/2023 E. 5.1;1C_514/2023 E. 7.1;2A.495/2006 30.04.2007 E. 4;2A.518/2003 10.02.2004 E. 5;2A.656/2006 15.10.2007 E. 5;2D_36/2017 E. 2.4;4A_101/2012 31.05.2012 E. 2;4A_109/2016 E. 4.1;4A_109/2016 E. 4.2;4A_109/2016 E. 4.3;4A_115/2022 E. 4.2;4A_115/2022 E. A;4A_132/2016 E. 3.2.2;4A_138/2022 E. 4;4A_140/2009 12.05.2009 E. 5;4A_148/2011 08.09.2011 E. 4;4A_151/2025 E. 3.1.1,has_parents_but_none_in_same_query_gold
train,train_0921,Art. 19 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0922,Art. 11 PrHG,True,1,False,,4C.307/2005 25.01.2006 E. 2,has_parents_but_none_in_same_query_gold
train,train_0925,Art. 754 OR,True,175,False,,1P.133/2004 13.08.2004 E. 2;1P.133/2004 13.08.2004 E. 3;1P.133/2004 13.08.2004 E. 4;2C_245/2018 E. 6.5;2C_272/2011 05.12.2011 E. 4.2;2C_465/2011 10.02.2012 E. 3;4A_128/2021 E. 2.2;4A_130/2021 E. 2.2;4A_147/2014 E. 6.2;4A_147/2014 E. 6.3;4A_15/2013 E. 4.1;4A_15/2013 E. 5.2;4A_15/2013 E. 8.1;4A_177/2011 02.09.2011 E. 3;4A_177/2011 02.09.2011 E. 4;4A_177/2011 02.09.2011 E. 9;4A_219/2015 E. 4;4A_219/2015 E. 4.1;4A_219/2015 E. 4.2.5;4A_231/2011 20.09.2011 E. 4,has_parents_but_none_in_same_query_gold
train,train_0926,Art. 964 ZGB,True,9,False,,4C.34/2000 24.04.2001 E. 5;5A.14/2001 29.01.2002 E. 3;5A_341/2019 E. 5.4;5A_341/2019 E. 5.6.2;5A_520/2018 E. 4.1.1;5A_635/2019 E. 3.2;BGE 127 III 300 E. 5aa;BGE 147 III 1 E. 5.4;BGE 147 III 1 E. 5.6.2,has_parents_but_none_in_same_query_gold
train,train_0926,Art. 955 ZGB,True,13,False,,1P.23/2004 19.03.2004 E. 3;2C_12/2011 06.07.2011 E. 2;2C_24/2018 E. 1.4;2C_24/2018 E. 2.2.1;4A_140/2012 25.04.2012 E. 3;4A_397/2012 11.01.2013 E. 2;5A_237/2018 E. 1.2;5A_707/2007 08.02.2008 E. 1;5A_707/2007 08.02.2008 E. 5;5A_707/2007 08.02.2008 E. 6;5P.119/2000 24.07.2000 E. 4;BGE 126 III 431 E. 2;BGE 126 III 431 E. 2aa,has_parents_but_none_in_same_query_gold
train,train_0926,Art. 31 GBV,True,1,False,,Art. 22 Abs. 3 GBV,has_parents_but_none_in_same_query_gold
train,train_0927,Art. 279 ZGB,True,25,False,,2C_1008/2013 E. 2.2;2C_160/2022 E. 2.1;5A_1025/2020 E. 3.2;5A_104/2009 19.03.2009 E. 2;5A_153/2007 24.09.2007 E. 1;5A_153/2007 24.09.2007 E. 3.1;5A_191/2011 30.06.2011 E. 1;5A_191/2011 30.06.2011 E. 2;5A_191/2011 30.06.2011 E. A;5A_244/2018 E. 2.6;5A_256/2007 20.07.2007 E. 3;5A_369/2014 E. 2.2;5A_382/2021 E. 3.1;5A_382/2021 E. 3.2;5A_689/2012 E. 3.1;5A_833/2008 05.08.2009 E. 2;5A_880/2020 E. 2.2.1;5A_984/2014 E. 3.2;5C.178/2006 16.11.2006 E. 5;5C.18/2000 17.07.2000 E. 3,has_parents_but_none_in_same_query_gold
train,train_0927,Art. 1 Abs. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0927,Art. 5 Abs. 2 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0930,Art. 9 SebG,True,1,False,,Art. 25 Abs. 1 SebG,has_parents_but_none_in_same_query_gold
train,train_0930,Art. 9 RPG,True,25,False,,1A.79/2002 25.04.2003 E. 4;1C_101/2007 26.02.2008 E. 2;1C_124/2020 E. 3.1;1C_145/2008 03.07.2008 E. 3;1C_181/2012 10.04.2012 E. 1;1C_188/2007 01.04.2009 E. 2;1C_262/2024 E. 4.3;1C_36/2011 08.02.2012 E. 4;1C_388/2015 E. 1.2;1C_398/2015 E. 5.3;1C_415/2009 21.01.2010 E. 2;1C_415/2015 E. 2.2;1C_459/2020 E. 3;1C_470/2009 03.05.2010 E. 3;1C_488/2015 E. 4.5.3;1C_513/2014 E. 5.2;1C_572/2022 E. 3.1.2;1C_588/2023 22.08.2024 E. 10.3;1C_643/2020 E. 3.3;1P.37/2003 12.09.2003 E. 4,has_parents_but_none_in_same_query_gold
train,train_0931,Art. 77 BGG,True,39,False,,4A_176/2008 23.09.2008 E. 2;4A_176/2024 E. 3.3;4A_18/2008 20.06.2008 E. 2;4A_224/2008 10.10.2008 E. 2;4A_244/2007 22.01.2008 E. 4;4A_244/2007 22.01.2008 E. 6;4A_254/2013 E. 2.3;4A_256/2009 11.01.2010 E. 2;4A_258/2009 11.01.2010 E. 2;4A_286/2025 E. 2.5.1;4A_286/2025 E. 2.5.2;4A_286/2025 E. 2.5.4;4A_320/2009 02.06.2010 E. 2;4A_391/2010 10.11.2010 E. 4;4A_391/2010 10.11.2010 E. 5;4A_404/2010 19.04.2011 E. 2;4A_43/2010 29.07.2010 E. 3;4A_444/2009 11.02.2010 E. 4;4A_452/2007 29.02.2008 E. 1;4A_460/2013 E. 2.2,has_parents_but_none_in_same_query_gold
train,train_0932,Art. 2 Abs. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0932,Art. 59 Abs. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0932,Art. 98 IPRG,False,0,False,,,no_parent_edges_found
train,train_0933,Art. 975 ZGB,True,43,False,,1C_664/2024 E. 4.2.2;5A.6/2005 17.03.2005 E. 3;5A_1007/2020 E. 2.3.1;5A_134/2020 E. 1;5A_194/2013 E. 3.1;5A_194/2013 E. 4.1;5A_194/2013 E. 5;5A_195/2012 21.06.2012 E. 1;5A_222/2015 E. 2.3;5A_222/2015 E. C;5A_250/2018 E. 2.1;5A_250/2018 E. 2.2;5A_250/2018 E. 3.3;5A_250/2018 E. 3.5;5A_480/2016 E. 1.1;5A_480/2016 E. 1.2;5A_489/2010 06.12.2010 E. 3;5A_494/2020 E. 3.1;5A_520/2018 E. 2;5A_552/2018 E. 1,has_parents_but_none_in_same_query_gold
train,train_0933,Art. 955 ZGB,True,13,False,,1P.23/2004 19.03.2004 E. 3;2C_12/2011 06.07.2011 E. 2;2C_24/2018 E. 1.4;2C_24/2018 E. 2.2.1;4A_140/2012 25.04.2012 E. 3;4A_397/2012 11.01.2013 E. 2;5A_237/2018 E. 1.2;5A_707/2007 08.02.2008 E. 1;5A_707/2007 08.02.2008 E. 5;5A_707/2007 08.02.2008 E. 6;5P.119/2000 24.07.2000 E. 4;BGE 126 III 431 E. 2;BGE 126 III 431 E. 2aa,has_parents_but_none_in_same_query_gold
train,train_0933,Art. 41 OR,True,556,False,,1A.128/2001 18.01.2002 E. 3;1A.203/2004 16.03.2005 E. 4;1A.228/2004 03.08.2005 E. 9;1A.230/2006 05.06.2007 E. 3;1A.270/1999 19.05.2000 E. 2;1B_39/2012 10.05.2012 E. 3.1;1B_41/2011 24.03.2011 E. 2.1;1B_460/2022 E. 2.3.2;1B_80/2019 E. 3.3;1C_406/2008 05.02.2009 E. 1.2;1C_502/2015 E. 5.3.4;1C_908/2013 E. 2.3;1P.119/2000 09.10.2000 E. 2;1P.126/2005 27.04.2005 E. 3;1P.14/2000 31.01.2000 E. 1;1P.164/2002 25.06.2002 E. 1;1P.176/2005 28.06.2005 E. 4;1P.18/2007 30.07.2007 E. 3.3;1P.188/2005 14.07.2005 E. 3;1P.189/2003 15.12.2003 E. 1,has_parents_but_none_in_same_query_gold
train,train_0934,Art. 11 OR,True,29,False,,2C_130/2022 E. 3.4.3;2C_927/2020 E. 5.2.3;4A_189/2019 E. 3.3;4A_271/2024 E. 3.5;4A_320/2015 E. 2;4A_338/2018 E. 4.2;4A_338/2018 E. 4.2.2;4A_57/2016 03.08.2016 E. 4.2;4A_62/2024 17.12.2024 E. 5.5.3;4C.110/2003 08.07.2003 E. 3;4C.144/2003 10.09.2003 E. 1;4C.144/2003 10.09.2003 E. 2;4C.175/2003 28.10.2003 E. 3;4C.175/2003 28.10.2003 E. 5;4C.189/2006 04.08.2006 E. 2;4C.226/2006 07.09.2006 E. 2;4C.308/2004 10.11.2004 E. 2.2;4C.77/2007 26.06.2007 E. 3;4C.78/2006 24.05.2006 E. 2;4C.78/2006 24.05.2006 E. C,has_parents_but_none_in_same_query_gold
train,train_0934,Art. 512 ZGB,True,7,False,,2C_114/2020 E. 4.3;2C_114/2020 E. A;5A_161/2010 08.07.2010 E. 5;5A_462/2022 E. 1;5A_462/2022 E. 2.1.1;5P.81/2005 15.07.2005 E. 2;6S.205/2002 06.01.2004 E. 5,has_parents_but_none_in_same_query_gold
train,train_0935,Art. 91a SVG,True,72,False,,1C_328/2013 E. 4.2;6B_1007/2018 E. 1.4.1;6B_1139/2020 E. 2.4;6B_1339/2019 E. 2.3;6B_1339/2019 E. 2.4;6B_137/2019 E. 1.1;6B_138/2024 E. 3.3;6B_190/2013 E. 1.1;6B_190/2013 E. 1.3;6B_190/2013 E. 1.4;6B_190/2013 E. 1.5;6B_196/2010 20.04.2010 E. 1.3;6B_229/2012 05.11.2012 E. 1;6B_229/2012 05.11.2012 E. 2;6B_229/2012 05.11.2012 E. 4;6B_244/2011 20.06.2011 E. 3;6B_303/2017 E. 8.4;6B_307/2017 E. 1.3.2;6B_370/2024 E. 2.3.2;6B_370/2024 E. 2.3.3,has_parents_but_none_in_same_query_gold
train,train_0935,Art. 92 SVG,True,36,False,,6B_1037/2023 E. 4.4;6B_1235/2021 E. 4.2;6B_1452/2019 E. 3.2;6B_1452/2019 E. 3.3.1;6B_1452/2019 E. 3.3.2;6B_1452/2019 E. 3.3.4;6B_257/2015 E. 2.3;6B_456/2009 08.10.2009 E. 3;6B_470/2021 E. 1.1.1;6B_528/2015 E. 3.3;6B_53/2019 E. 3.3;6B_531/2020 E. 1.2;6B_575/2018 E. 2;6B_575/2018 E. 2.2.1;6B_575/2018 E. 2.2.2;6B_575/2018 E. 2.5;6B_575/2018 E. 2.7;6B_928/2017 E. 2.4;6S.281/2004 10.02.2005 E. 2;6S.431/2004 04.07.2005 E. 1,has_parents_but_none_in_same_query_gold
train,train_0936,Art. 190 DBG,True,10,False,,1C_541/2014 E. 2.1;1S.28/2005 27.09.2005 E. A;2C_1145/2013 20.09.2014 E. 3.3;2C_505/2017 E. 2.1.1;2C_505/2017 E. 2.2;2C_516/2020 E. 4.2;2C_717/2018 E. 3.1;9C_650/2022 E. 2.1.1;BGE 144 II 427 E. 2.1.1;BGE 144 II 427 E. 2.2,has_parents_but_none_in_same_query_gold
train,train_0936,Art. 186 DBG,True,52,False,,1A.124/2002 30.10.2002 E. 2;1A.234/2005 31.01.2006 E. 2;1A.244/2002 24.10.2003 E. 3;1A.253/2002 28.01.2003 E. 2;1A.308/2000 08.02.2001 E. 2;1A.323/2005 03.04.2006 E. 5;1A.35/2002 18.06.2002 E. 6;1A.63/2001 20.07.2001 E. 2;1B_11/2011 01.04.2011 E. 5;1B_417/2010 01.04.2011 E. 5;1B_418/2010 01.04.2011 E. 5;1B_419/2010 01.04.2011 E. 5;1S.42/2005 28.03.2006 E. 4;1S.5/2005 26.09.2005 E. 6;1S.8/2006 12.12.2006 E. 4;2C_1052/2020 E. 2.2.2;2C_181/2019 11.03.2019 E. 2.3.2;2C_257/2018 11.11.2019 E. 2.2.1;2C_269/2013 E. 7.2.2;2C_269/2013 E. 9.4,has_parents_but_none_in_same_query_gold
train,train_0938,Art. 492a ZGB,False,0,False,,,no_parent_edges_found
train,train_0939,Art. 23 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0939,Art. 22 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0939,Art. 2 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0939,Art. 5 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0941,Art. 2 URG,True,36,False,,4A_104/2008 08.05.2008 E. 3;4A_104/2008 08.05.2008 E. 4;4A_115/2017 E. 2.6.1;4A_115/2017 E. C;4A_115/2020 E. 3.1;4A_115/2020 E. 5.2;4A_295/2014 E. 3.6.3;4A_404/2007 13.02.2008 E. 2;4A_472/2021 17.06.2022 E. 5.2;4A_472/2021 17.06.2022 E. 5.3;4A_472/2021 17.06.2022 E. 6.1.2;4A_491/2022 E. 6.2.1;4A_522/2010 25.11.2010 E. 9;4A_78/2011 02.05.2011 E. 2;4C.111/2002 19.04.2004 E. 2;4C.117/2003 05.09.2003 E. 3;4C.117/2003 05.09.2003 E. 4;4C.117/2003 05.09.2003 E. 5;4C.117/2003 05.09.2003 E. 9;4C.120/2002 19.08.2002 E. 2,has_parents_but_none_in_same_query_gold
